ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60613,16,43933,43939,32,170,64,339.2,148,617,295,1231.2,0.2,0.3,3,8,6,16,50113,60613-16,POINT (-87.661343 41.953742)
60613,12,43905,43911,22,26,44,51.9,78,94,156,187.6,0.3,0.3,0,0,0,0,50113,60613-12,POINT (-87.661343 41.953742)
60613,17,43940,43946,33,203,66,405.1,197,814,393,1624.3,0.2,0.2,3,11,6,22,50113,60613-17,POINT (-87.661343 41.953742)
60613,24,43989,43995,6,345,12,688.4,578,3078,1153,6142.1,0,0.1,0,28,0,55.9,50113,60613-24,POINT (-87.661343 41.953742)
60614,20,43961,43967,32,430,45,603,477,2471,669,3465.2,0.1,0.2,6,52,8.4,72.9,71308,60614-20,POINT (-87.652064 41.922605)
60614,14,43919,43925,38,108,53,151.5,141,436,198,611.4,0.3,0.2,0,1,0,1.4,71308,60614-14,POINT (-87.652064 41.922605)
60614,24,43989,43995,12,470,17,659.1,572,4261,802,5975.5,0,0.1,2,62,2.8,86.9,71308,60614-24,POINT (-87.652064 41.922605)
60614,19,43954,43960,52,398,73,558.1,399,1994,560,2796.3,0.1,0.2,10,46,14,64.5,71308,60614-19,POINT (-87.652064 41.922605)
60614,15,43926,43932,47,155,66,217.4,175,611,245,856.8,0.3,0.3,8,9,11.2,12.6,71308,60614-15,POINT (-87.652064 41.922605)
60614,11,43898,43904,14,14,20,19.6,31,33,44,46.3,0.5,0.4,0,0,0,0,71308,60614-11,POINT (-87.652064 41.922605)
60614,23,43982,43988,4,458,6,642.3,419,3689,588,5173.3,0,0.1,0,60,0,84.1,71308,60614-23,POINT (-87.652064 41.922605)
60614,22,43975,43981,11,454,15,636.7,343,3270,481,4585.7,0,0.1,4,60,5.6,84.1,71308,60614-22,POINT (-87.652064 41.922605)
60614,16,43933,43939,31,186,44,260.8,211,822,296,1152.7,0.1,0.2,15,24,21,33.7,71308,60614-16,POINT (-87.652064 41.922605)
60614,12,43905,43911,22,36,31,50.5,123,156,172,218.8,0.2,0.2,1,1,1.4,1.4,71308,60614-12,POINT (-87.652064 41.922605)
60614,17,43940,43946,64,250,90,350.6,295,1117,414,1566.4,0.2,0.2,6,30,8.4,42.1,71308,60614-17,POINT (-87.652064 41.922605)
60614,21,43968,43974,13,443,18,621.2,456,2927,640,4104.7,0,0.2,4,56,5.6,78.5,71308,60614-21,POINT (-87.652064 41.922605)
60614,25,43996,44002,12,482,17,675.9,521,4782,731,6706.1,0,0.1,0,62,0,86.9,71308,60614-25,POINT (-87.652064 41.922605)
60614,13,43912,43918,34,70,48,98.2,139,295,195,413.7,0.2,0.2,0,1,0,1.4,71308,60614-13,POINT (-87.652064 41.922605)
60614,18,43947,43953,96,346,135,485.2,478,1595,670,2236.8,0.2,0.2,6,36,8.4,50.5,71308,60614-18,POINT (-87.652064 41.922605)
60615,19,43954,43960,30,255,72,613.5,281,1462,676,3517.6,0.1,0.2,1,11,2.4,26.5,41563,60615-19,POINT (-87.602725 41.80199300000001)
60615,17,43940,43946,39,201,94,483.6,196,951,472,2288.1,0.2,0.2,2,7,4.8,16.8,41563,60615-17,POINT (-87.602725 41.80199300000001)
60615,23,43982,43988,8,339,19,815.6,282,2813,678,6768,0,0.1,1,15,2.4,36.1,41563,60615-23,POINT (-87.602725 41.80199300000001)
60615,13,43912,43918,29,54,70,129.9,109,256,262,615.9,0.3,0.2,1,1,2.4,2.4,41563,60615-13,POINT (-87.602725 41.80199300000001)
60615,18,43947,43953,24,225,58,541.3,230,1181,553,2841.5,0.1,0.2,3,10,7.2,24.1,41563,60615-18,POINT (-87.602725 41.80199300000001)
60615,22,43975,43981,18,331,43,796.4,338,2531,813,6089.6,0.1,0.1,0,14,0,33.7,41563,60615-22,POINT (-87.602725 41.80199300000001)
60615,14,43919,43925,41,95,99,228.6,156,412,375,991.3,0.3,0.2,3,4,7.2,9.6,41563,60615-14,POINT (-87.602725 41.80199300000001)
60615,15,43926,43932,31,126,75,303.2,158,570,380,1371.4,0.2,0.2,0,4,0,9.6,41563,60615-15,POINT (-87.602725 41.80199300000001)
60615,21,43968,43974,27,313,65,753.1,412,2193,991,5276.3,0.1,0.1,0,14,0,33.7,41563,60615-21,POINT (-87.602725 41.80199300000001)
60615,25,43996,44002,8,358,19,861.3,399,3631,960,8736.1,0,0.1,1,16,2.4,38.5,41563,60615-25,POINT (-87.602725 41.80199300000001)
60615,20,43961,43967,31,286,75,688.1,319,1781,768,4285.1,0.1,0.2,3,14,7.2,33.7,41563,60615-20,POINT (-87.602725 41.80199300000001)
60615,16,43933,43939,36,162,87,389.8,185,755,445,1816.5,0.2,0.2,1,5,2.4,12,41563,60615-16,POINT (-87.602725 41.80199300000001)
60615,12,43905,43911,25,25,60,60.1,139,147,334,353.7,0.2,0.2,0,0,0,0,41563,60615-12,POINT (-87.602725 41.80199300000001)
60615,24,43989,43995,11,350,26,842.1,419,3232,1008,7776.1,0,0.1,0,15,0,36.1,41563,60615-24,POINT (-87.602725 41.80199300000001)
60616,23,43982,43988,16,392,29,719.7,277,3209,509,5892,0.1,0.1,0,34,0,62.4,54464,60616-23,POINT (-87.629531 41.844869)
60616,15,43926,43932,48,142,88,260.7,166,514,305,943.7,0.3,0.3,4,8,7.3,14.7,54464,60616-15,POINT (-87.629531 41.844869)
60616,19,43954,43960,31,278,57,510.4,308,1454,566,2669.7,0.1,0.2,2,27,3.7,49.6,54464,60616-19,POINT (-87.629531 41.844869)
60616,24,43989,43995,10,402,18,738.1,572,3781,1050,6942.2,0,0.1,2,36,3.7,66.1,54464,60616-24,POINT (-87.629531 41.844869)
60616,14,43919,43925,48,94,88,172.6,129,348,237,639,0.4,0.3,4,4,7.3,7.3,54464,60616-14,POINT (-87.629531 41.844869)
60616,20,43961,43967,51,329,94,604.1,556,2010,1021,3690.5,0.1,0.2,3,30,5.5,55.1,54464,60616-20,POINT (-87.629531 41.844869)
60616,18,43947,43953,29,247,53,453.5,235,1146,432,2104.1,0.1,0.2,2,25,3.7,45.9,54464,60616-18,POINT (-87.629531 41.844869)
60616,13,43912,43918,32,46,59,84.5,137,219,252,402.1,0.2,0.2,0,0,0,0,54464,60616-13,POINT (-87.629531 41.844869)
60616,25,43996,44002,3,405,6,743.6,456,4237,837,7779.5,0,0.1,0,36,0,66.1,54464,60616-25,POINT (-87.629531 41.844869)
60616,21,43968,43974,25,354,46,650,504,2514,925,4615.9,0,0.1,1,31,1.8,56.9,54464,60616-21,POINT (-87.629531 41.844869)
60616,17,43940,43946,35,218,64,400.3,212,911,389,1672.7,0.2,0.2,8,23,14.7,42.2,54464,60616-17,POINT (-87.629531 41.844869)
60616,12,43905,43911,11,14,20,25.7,70,82,128,150.6,0.2,0.2,0,0,0,0,54464,60616-12,POINT (-87.629531 41.844869)
60616,16,43933,43939,41,183,75,336,185,699,340,1283.4,0.2,0.3,7,15,12.9,27.5,54464,60616-16,POINT (-87.629531 41.844869)
60616,22,43975,43981,22,376,40,690.4,418,2932,768,5383.4,0.1,0.1,3,34,5.5,62.4,54464,60616-22,POINT (-87.629531 41.844869)
60617,14,43919,43925,86,193,104,233.8,234,580,284,702.7,0.4,0.3,7,10,8.5,12.1,82534,60617-14,POINT (-87.556897 41.721257)
60617,22,43975,43981,47,848,57,1027.5,748,5513,906,6679.7,0.1,0.2,7,53,8.5,64.2,82534,60617-22,POINT (-87.556897 41.721257)
60617,18,43947,43953,108,510,131,617.9,804,2421,974,2933.3,0.1,0.2,3,28,3.6,33.9,82534,60617-18,POINT (-87.556897 41.721257)
60617,13,43912,43918,83,107,101,129.6,211,346,256,419.2,0.4,0.3,3,3,3.6,3.6,82534,60617-13,POINT (-87.556897 41.721257)
60617,23,43982,43988,29,877,35,1062.6,488,6001,591,7270.9,0.1,0.1,8,61,9.7,73.9,82534,60617-23,POINT (-87.556897 41.721257)
60617,17,43940,43946,83,402,101,487.1,439,1617,532,1959.2,0.2,0.2,5,25,6.1,30.3,82534,60617-17,POINT (-87.556897 41.721257)
60617,24,43989,43995,30,907,36,1098.9,622,6623,754,8024.6,0,0.1,1,62,1.2,75.1,82534,60617-24,POINT (-87.556897 41.721257)
60617,19,43954,43960,91,601,110,728.2,687,3108,832,3765.7,0.1,0.2,8,36,9.7,43.6,82534,60617-19,POINT (-87.556897 41.721257)
60617,12,43905,43911,22,24,27,29.1,124,135,150,163.6,0.2,0.2,0,0,0,0,82534,60617-12,POINT (-87.556897 41.721257)
60617,16,43933,43939,50,319,61,386.5,339,1178,411,1427.3,0.1,0.3,4,20,4.8,24.2,82534,60617-16,POINT (-87.556897 41.721257)
60617,20,43961,43967,111,712,134,862.7,765,3873,927,4692.6,0.1,0.2,6,42,7.3,50.9,82534,60617-20,POINT (-87.556897 41.721257)
60617,25,43996,44002,23,930,28,1126.8,585,7208,709,8733.4,0,0.1,1,63,1.2,76.3,82534,60617-25,POINT (-87.556897 41.721257)
60617,21,43968,43974,89,801,108,970.5,892,4765,1081,5773.4,0.1,0.2,4,46,4.8,55.7,82534,60617-21,POINT (-87.556897 41.721257)
60617,15,43926,43932,76,269,92,325.9,259,839,314,1016.6,0.3,0.3,6,16,7.3,19.4,82534,60617-15,POINT (-87.556897 41.721257)
60618,23,43982,43988,51,1063,54,1126.1,646,5856,684,6203.7,0.1,0.2,2,40,2.1,42.4,94395,60618-23,POINT (-87.703343 41.946699)
60618,11,43898,43904,5,6,5,6.4,18,19,19,20.1,0.3,0.3,0,0,0,0,94395,60618-11,POINT (-87.703343 41.946699)
60618,15,43926,43932,76,193,80,204.5,237,725,251,768,0.3,0.3,2,2,2.1,2.1,94395,60618-15,POINT (-87.703343 41.946699)
60618,14,43919,43925,58,117,61,123.9,192,488,203,517,0.3,0.2,0,0,0,0,94395,60618-14,POINT (-87.703343 41.946699)
60618,24,43989,43995,39,1102,41,1167.4,950,6806,1006,7210.1,0,0.2,2,42,2.1,44.5,94395,60618-24,POINT (-87.703343 41.946699)
60618,19,43954,43960,145,694,154,735.2,625,2908,662,3080.7,0.2,0.2,7,25,7.4,26.5,94395,60618-19,POINT (-87.703343 41.946699)
60618,20,43961,43967,113,807,120,854.9,761,3669,806,3886.9,0.1,0.2,6,31,6.4,32.8,94395,60618-20,POINT (-87.703343 41.946699)
60618,18,43947,43953,111,549,118,581.6,594,2283,629,2418.6,0.2,0.2,6,18,6.4,19.1,94395,60618-18,POINT (-87.703343 41.946699)
60618,13,43912,43918,37,59,39,62.5,179,296,190,313.6,0.2,0.2,0,0,0,0,94395,60618-13,POINT (-87.703343 41.946699)
60618,25,43996,44002,39,1141,41,1208.8,890,7696,943,8153,0,0.1,5,47,5.3,49.8,94395,60618-25,POINT (-87.703343 41.946699)
60618,21,43968,43974,118,925,125,979.9,791,4460,838,4724.8,0.1,0.2,4,35,4.2,37.1,94395,60618-21,POINT (-87.703343 41.946699)
60618,17,43940,43946,129,438,137,464,479,1689,507,1789.3,0.3,0.3,6,12,6.4,12.7,94395,60618-17,POINT (-87.703343 41.946699)
60618,12,43905,43911,16,22,17,23.3,98,117,104,123.9,0.2,0.2,0,0,0,0,94395,60618-12,POINT (-87.703343 41.946699)
60618,22,43975,43981,87,1012,92,1072.1,750,5210,794,5519.4,0.1,0.2,3,38,3.2,40.3,94395,60618-22,POINT (-87.703343 41.946699)
60618,16,43933,43939,116,309,123,327.3,485,1210,514,1281.8,0.2,0.3,4,6,4.2,6.4,94395,60618-16,POINT (-87.703343 41.946699)
60619,14,43919,43925,101,227,165,370.6,268,611,438,997.4,0.4,0.4,10,10,16.3,16.3,61258,60619-14,POINT (-87.60569 41.744737)
60619,22,43975,43981,35,779,57,1271.7,725,5446,1184,8890.3,0,0.1,2,59,3.3,96.3,61258,60619-22,POINT (-87.60569 41.744737)
60619,18,43947,43953,68,580,111,946.8,518,2230,846,3640.3,0.1,0.3,7,40,11.4,65.3,61258,60619-18,POINT (-87.60569 41.744737)
60619,13,43912,43918,95,126,155,205.7,214,343,349,559.9,0.4,0.4,0,0,0,0,61258,60619-13,POINT (-87.60569 41.744737)
60619,23,43982,43988,24,803,39,1310.8,427,5873,697,9587.3,0.1,0.1,0,59,0,96.3,61258,60619-23,POINT (-87.60569 41.744737)
60619,17,43940,43946,113,512,184,835.8,520,1712,849,2794.7,0.2,0.3,6,33,9.8,53.9,61258,60619-17,POINT (-87.60569 41.744737)
60619,19,43954,43960,60,640,98,1044.8,587,2817,958,4598.6,0.1,0.2,5,45,8.2,73.5,61258,60619-19,POINT (-87.60569 41.744737)
60619,24,43989,43995,18,821,29,1340.2,584,6457,953,10540.7,0,0.1,2,61,3.3,99.6,61258,60619-24,POINT (-87.60569 41.744737)
60619,12,43905,43911,28,31,46,50.6,116,129,189,210.6,0.2,0.2,0,0,0,0,61258,60619-12,POINT (-87.60569 41.744737)
60619,16,43933,43939,84,399,137,651.3,339,1192,553,1945.9,0.2,0.3,6,27,9.8,44.1,61258,60619-16,POINT (-87.60569 41.744737)
60619,20,43961,43967,51,691,83,1128,714,3531,1166,5764.1,0.1,0.2,7,52,11.4,84.9,61258,60619-20,POINT (-87.60569 41.744737)
60619,25,43996,44002,18,839,29,1369.6,527,6984,860,11401,0,0.1,3,64,4.9,104.5,61258,60619-25,POINT (-87.60569 41.744737)
60619,21,43968,43974,53,744,86,1214.5,1190,4721,1943,7706.7,0,0.2,5,57,8.2,93,61258,60619-21,POINT (-87.60569 41.744737)
60619,15,43926,43932,88,315,144,514.2,242,853,395,1392.5,0.4,0.4,11,21,18,34.3,61258,60619-15,POINT (-87.60569 41.744737)
60620,23,43982,43988,32,950,47,1395.1,438,5878,643,8631.9,0.1,0.2,1,66,1.5,96.9,68096,60620-23,POINT (-87.651656 41.740873)
60620,15,43926,43932,114,379,167,556.6,270,886,396,1301.1,0.4,0.4,16,32,23.5,47,68096,60620-15,POINT (-87.651656 41.740873)
60620,11,43898,43904,4,5,6,7.3,12,14,18,20.6,0.3,0.4,0,0,0,0,68096,60620-11,POINT (-87.651656 41.740873)
60620,24,43989,43995,26,976,38,1433.3,561,6439,824,9455.8,0,0.2,1,67,1.5,98.4,68096,60620-24,POINT (-87.651656 41.740873)
60620,19,43954,43960,74,770,109,1130.8,581,3136,853,4605.3,0.1,0.2,6,54,8.8,79.3,68096,60620-19,POINT (-87.651656 41.740873)
60620,14,43919,43925,125,265,184,389.2,291,616,427,904.6,0.4,0.4,11,16,16.2,23.5,68096,60620-14,POINT (-87.651656 41.740873)
60620,18,43947,43953,73,696,107,1022.1,511,2555,750,3752.1,0.1,0.3,4,48,5.9,70.5,68096,60620-18,POINT (-87.651656 41.740873)
60620,25,43996,44002,21,997,31,1464.1,518,6957,761,10216.5,0,0.1,1,68,1.5,99.9,68096,60620-25,POINT (-87.651656 41.740873)
60620,13,43912,43918,105,140,154,205.6,213,325,313,477.3,0.5,0.4,3,5,4.4,7.3,68096,60620-13,POINT (-87.651656 41.740873)
60620,20,43961,43967,64,834,94,1224.7,639,3775,938,5543.6,0.1,0.2,4,58,5.9,85.2,68096,60620-20,POINT (-87.651656 41.740873)
60620,17,43940,43946,169,623,248,914.9,828,2044,1216,3001.6,0.2,0.3,4,44,5.9,64.6,68096,60620-17,POINT (-87.651656 41.740873)
60620,21,43968,43974,48,882,70,1295.2,985,4760,1446,6990.1,0,0.2,6,64,8.8,94,68096,60620-21,POINT (-87.651656 41.740873)
60620,16,43933,43939,75,454,110,666.7,330,1216,485,1785.7,0.2,0.4,8,40,11.7,58.7,68096,60620-16,POINT (-87.651656 41.740873)
60620,22,43975,43981,36,918,53,1348.1,680,5440,999,7988.7,0.1,0.2,1,65,1.5,95.5,68096,60620-22,POINT (-87.651656 41.740873)
60620,12,43905,43911,30,35,44,51.4,98,112,144,164.5,0.3,0.3,2,2,2.9,2.9,68096,60620-12,POINT (-87.651656 41.740873)
60621,21,43968,43974,41,455,141,1566.7,374,1975,1288,6800.5,0.1,0.2,7,43,24.1,148.1,29042,60621-21,POINT (-87.638812 41.776931)
60621,14,43919,43925,53,86,182,296.1,117,241,403,829.8,0.5,0.4,3,4,10.3,13.8,29042,60621-14,POINT (-87.638812 41.776931)
60621,18,43947,43953,61,317,210,1091.5,244,998,840,3436.4,0.2,0.3,9,24,31,82.6,29042,60621-18,POINT (-87.638812 41.776931)
60621,22,43975,43981,21,476,72,1639,318,2293,1095,7895.5,0.1,0.2,2,45,6.9,154.9,29042,60621-22,POINT (-87.638812 41.776931)
60621,23,43982,43988,15,491,52,1690.7,201,2494,692,8587.6,0.1,0.2,4,49,13.8,168.7,29042,60621-23,POINT (-87.638812 41.776931)
60621,13,43912,43918,21,33,72,113.6,68,124,234,427,0.3,0.3,1,1,3.4,3.4,29042,60621-13,POINT (-87.638812 41.776931)
60621,17,43940,43946,48,256,165,881.5,217,754,747,2596.2,0.2,0.3,5,15,17.2,51.6,29042,60621-17,POINT (-87.638812 41.776931)
60621,24,43989,43995,10,501,34,1725.1,224,2718,771,9358.9,0,0.2,1,50,3.4,172.2,29042,60621-24,POINT (-87.638812 41.776931)
60621,19,43954,43960,54,371,186,1277.5,282,1280,971,4407.4,0.2,0.3,6,30,20.7,103.3,29042,60621-19,POINT (-87.638812 41.776931)
60621,16,43933,43939,73,208,251,716.2,171,537,589,1849,0.4,0.4,4,10,13.8,34.4,29042,60621-16,POINT (-87.638812 41.776931)
60621,12,43905,43911,12,12,41,41.3,52,56,179,192.8,0.2,0.2,0,0,0,0,29042,60621-12,POINT (-87.638812 41.776931)
60621,25,43996,44002,14,515,48,1773.3,223,2941,768,10126.7,0.1,0.2,0,50,0,172.2,29042,60621-25,POINT (-87.638812 41.776931)
60621,20,43961,43967,43,414,148,1425.5,321,1601,1105,5512.7,0.1,0.3,6,36,20.7,124,29042,60621-20,POINT (-87.638812 41.776931)
60621,15,43926,43932,49,135,169,464.8,125,366,430,1260.2,0.4,0.4,2,6,6.9,20.7,29042,60621-15,POINT (-87.638812 41.776931)
60622,23,43982,43988,13,538,25,1019.1,377,3217,714,6093.6,0,0.2,1,51,1.9,96.6,52793,60622-23,POINT (-87.681818 41.902762)
60622,15,43926,43932,61,152,116,287.9,191,537,362,1017.2,0.3,0.3,2,3,3.8,5.7,52793,60622-15,POINT (-87.681818 41.902762)
60622,11,43898,43904,5,5,10,9.5,10,12,19,22.7,0.5,0.4,0,0,0,0,52793,60622-11,POINT (-87.681818 41.902762)
60622,24,43989,43995,13,551,25,1043.7,663,3880,1256,7349.5,0,0.1,2,53,3.8,100.4,52793,60622-24,POINT (-87.681818 41.902762)
60622,19,43954,43960,59,400,112,757.7,321,1651,608,3127.3,0.2,0.2,8,41,15.2,77.7,52793,60622-19,POINT (-87.681818 41.902762)
60622,14,43919,43925,29,91,55,172.4,111,346,210,655.4,0.3,0.3,1,1,1.9,1.9,52793,60622-14,POINT (-87.681818 41.902762)
60622,18,43947,43953,79,341,150,645.9,327,1330,619,2519.3,0.2,0.3,12,33,22.7,62.5,52793,60622-18,POINT (-87.681818 41.902762)
60622,20,43961,43967,57,457,108,865.6,410,2061,777,3903.9,0.1,0.2,5,46,9.5,87.1,52793,60622-20,POINT (-87.681818 41.902762)
60622,25,43996,44002,15,566,28,1072.1,670,4550,1269,8618.6,0,0.1,2,55,3.8,104.2,52793,60622-25,POINT (-87.681818 41.902762)
60622,13,43912,43918,35,62,66,117.4,131,235,248,445.1,0.3,0.3,0,0,0,0,52793,60622-13,POINT (-87.681818 41.902762)
60622,17,43940,43946,59,262,112,496.3,243,1003,460,1899.9,0.2,0.3,10,21,18.9,39.8,52793,60622-17,POINT (-87.681818 41.902762)
60622,21,43968,43974,44,501,83,949,438,2499,830,4733.6,0.1,0.2,2,48,3.8,90.9,52793,60622-21,POINT (-87.681818 41.902762)
60622,16,43933,43939,51,203,97,384.5,223,760,422,1439.6,0.2,0.3,8,11,15.2,20.8,52793,60622-16,POINT (-87.681818 41.902762)
60622,12,43905,43911,22,27,42,51.1,92,104,174,197,0.2,0.3,0,0,0,0,52793,60622-12,POINT (-87.681818 41.902762)
60622,22,43975,43981,24,525,46,994.5,341,2840,646,5379.5,0.1,0.2,2,50,3.8,94.7,52793,60622-22,POINT (-87.681818 41.902762)
60623,21,43968,43974,270,2519,314,2929.8,1097,6670,1276,7757.7,0.2,0.4,17,107,19.8,124.4,85979,60623-21,POINT (-87.717446 41.850321)
60623,14,43919,43925,90,165,105,191.9,192,416,223,483.8,0.5,0.4,5,9,5.8,10.5,85979,60623-14,POINT (-87.717446 41.850321)
60623,18,43947,43953,572,1432,665,1665.5,1224,3154,1424,3668.3,0.5,0.5,16,52,18.6,60.5,85979,60623-18,POINT (-87.717446 41.850321)
60623,22,43975,43981,163,2682,190,3119.4,850,7520,989,8746.3,0.2,0.4,8,115,9.3,133.8,85979,60623-22,POINT (-87.717446 41.850321)
60623,23,43982,43988,63,2745,73,3192.6,459,7979,534,9280.2,0.1,0.3,9,124,10.5,144.2,85979,60623-23,POINT (-87.717446 41.850321)
60623,13,43912,43918,64,75,74,87.2,144,224,168,260.5,0.4,0.3,4,4,4.7,4.7,85979,60623-13,POINT (-87.717446 41.850321)
60623,17,43940,43946,371,860,432,1000.2,808,1930,940,2244.7,0.5,0.4,13,36,15.1,41.9,85979,60623-17,POINT (-87.717446 41.850321)
60623,24,43989,43995,43,2788,50,3242.7,660,8639,768,10047.8,0.1,0.3,7,131,8.1,152.4,85979,60623-24,POINT (-87.717446 41.850321)
60623,19,43954,43960,462,1894,537,2202.9,1179,4333,1371,5039.6,0.4,0.4,16,68,18.6,79.1,85979,60623-19,POINT (-87.717446 41.850321)
60623,16,43933,43939,194,489,226,568.7,419,1122,487,1305,0.5,0.4,9,23,10.5,26.8,85979,60623-16,POINT (-87.717446 41.850321)
60623,12,43905,43911,11,11,13,12.8,73,80,85,93,0.2,0.1,0,0,0,0,85979,60623-12,POINT (-87.717446 41.850321)
60623,20,43961,43967,355,2249,413,2615.8,1240,5573,1442,6481.8,0.3,0.4,22,90,25.6,104.7,85979,60623-20,POINT (-87.717446 41.850321)
60623,25,43996,44002,36,2824,42,3284.5,632,9271,735,10782.9,0.1,0.3,4,135,4.7,157,85979,60623-25,POINT (-87.717446 41.850321)
60623,15,43926,43932,130,295,151,343.1,287,703,334,817.6,0.5,0.4,5,14,5.8,16.3,85979,60623-15,POINT (-87.717446 41.850321)
60624,15,43926,43932,70,232,194,641.6,189,584,523,1615.1,0.4,0.4,4,9,11.1,24.9,36158,60624-15,POINT (-87.722735 41.879417)
60624,23,43982,43988,21,772,58,2135.1,227,3179,628,8792,0.1,0.2,0,26,0,71.9,36158,60624-23,POINT (-87.722735 41.879417)
60624,22,43975,43981,44,751,122,2077,332,2952,918,8164.2,0.1,0.3,2,26,5.5,71.9,36158,60624-22,POINT (-87.722735 41.879417)
60624,18,43947,43953,79,463,218,1280.5,371,1475,1026,4079.3,0.2,0.3,1,18,2.8,49.8,36158,60624-18,POINT (-87.722735 41.879417)
60624,14,43919,43925,86,162,238,448,173,395,478,1092.4,0.5,0.4,5,5,13.8,13.8,36158,60624-14,POINT (-87.722735 41.879417)
60624,19,43954,43960,78,541,216,1496.2,357,1832,987,5066.7,0.2,0.3,3,21,8.3,58.1,36158,60624-19,POINT (-87.722735 41.879417)
60624,24,43989,43995,11,783,30,2165.5,297,3476,821,9613.4,0,0.2,0,26,0,71.9,36158,60624-24,POINT (-87.722735 41.879417)
60624,17,43940,43946,69,384,191,1062,276,1104,763,3053.3,0.2,0.3,6,17,16.6,47,36158,60624-17,POINT (-87.722735 41.879417)
60624,13,43912,43918,57,76,158,210.2,132,222,365,614,0.4,0.3,0,0,0,0,36158,60624-13,POINT (-87.722735 41.879417)
